Paso1981	Tra le stelle e il #Belvedere stasera, all'improvviso, il cielo ha scaricato tutta la sua energia. Spente tutte le luci di casa, siamo rimasti ad ammirarlo, come fuochi d'artificio illuminava #Querciola e tutto il Monte, nonostante, chissá, a quanti chilo	null	44.174824	10.848032	16	15/08/14 0.26.47
Galacci Matteo		null	44.22884	10.773811	16	19/02/13 16.38.59
fabio.pilia	upload	null	44.16348	10.247715	16	16/06/14 9.18.53
GioBertPhoto	Raduno Nazionale #inudisti 2014 #oasidizello	null	44.297955	11.435532	16	14/06/14 16.25.00
Paso1981	Una raccolta non di quantità ma di qualità!	null	44.17166	10.851674	16	19/07/14 11.52.26
chriskonrath@btinternet.com	Camera Roll-57	null	44.252834	10.174	16	08/08/12 12.13.56
Giacomo Casabianca---JackE656	D345 1120---Primi fiocchi di neve in Lunigiana	La D345 1120, assieme alla gemella 1101, effettua un raro trasferimento isolato pomeridiano da Minucciano-Pieve-Casola a Santo Stefano di Magra. Qui i due locomotori diesel avanzano sotto una fitta nevicata iniziata da qualche ora presso Equi Terme. Si noti l'acclività della rampa da cui stanno discendendo le due D345!   The D345 class group locomotive n°1120 and 1101 are running alone under the snow from Minucciano-Pieve-Casola to S.Stefano di Magra, here climbing down in Equi Terme, in Lunigiana valley	44.170467	10.15627	16	03/02/15 15.53.00
Photostream from the Meanwhile Exhibition.	Stocco enrico	Good time guys?  , <a href="http://www.vasamuseet.se/meanwhile" rel="nofollow">www.vasamuseet.se/meanwhile</a>	44.339565	10.898437	16	17/07/15 16.58.32
??????dso?d?zu?so?o?o????s	Verrucole Castle	©SergioBoviCampeggi  |<a href="http://www.darckr.com/search?tags=&amp;text=sergio+bovi+campeggi" rel="nofollow"> Sfondo Nero</a> | <a href="http://www.sbc.altervista.org/" rel="nofollow">My Web Site</a> | <a href="http://www.vittimeinnocenti.altervista.org//" rel="nofollow">Sito Amatoriale</a> | <a href="http://it-it.facebook.com/bc.sergio" rel="nofollow">Facebook Page</a> | <a href="http://twitter.com/#!/bc_sergio" rel="nofollow">Twitter Page</a> | <a href="http://www.flickriver.com/search/bovi+campeggi/interesting/" rel="nofollow">Flickriver</a> |  <a href="http://www.fluidr.com/photos/tags/sergiobovicampeggi" rel="nofollow">Fluidr</a> |      Un Grazie di cuore a tutti i visitatori della mia Galleria fotografica! Please don't use this image on websites, blogs or other media without my explicit permission.  © All rights reserved	44.171795	10.343908	15	05/09/12 10.25.48
GioBertPhoto	#oasidizello	null	44.297977	11.435791	16	08/09/13 17.25.34
GioBertPhoto	Stickygram Fest!	null	44.217472	11.598713	16	30/11/12 9.11.00
Stefano Dalle Luche	Lucca Comics & Games 2013	null	44.170624	10.34628	16	03/11/13 23.32.03
GioBertPhoto	Dyson	null	44.217472	11.598713	16	01/12/12 20.10.14
Miniprojects.nl	IMM 2013 Italy	MiniProjects Friends on the Road 2013 Italy/France	44.146168	11.455502	16	19/05/13 11.03.46
Greenthink Outdoor	DSCN1018	null	44.171993	10.765644	16	16/12/12 13.01.34
LE FOTO DI MAXI	Cimitero comunale-municipality cemetery	          	44.144337	11.148322	16	14/04/13 15.46.22
EmozionInUnClick - l'Avventuriero's photos	Suggestioni serali al laghetto di monte Alto	(Parco del Gigante - Appennino tosco-emiliano)	44.3371	10.17158	16	30/05/15 18.17.28
*Emilio Giordano	Cianfrusaglie	null	44.25627	11.150772	16	15/08/14 16.10.22
seba82	IMG_2186	<a href="http://www.sebastianosalati.it" rel="nofollow">www.sebastianosalati.it</a>	44.332783	10.830588	15	28/06/14 18.34.37
LE FOTO DI MAXI	Cimitero comunale-municipality cemetery	          	44.144337	11.148322	16	14/04/13 15.46.24
simonkenny23	DSC00559	                               	44.34345	11.268336	16	14/08/12 15.12.05
GioBertPhoto	Punto di incontro tra le dimensioni....	null	44.217472	11.598713	16	03/08/13 9.43.25
Marco Stoppazzini	Fiume Panaro presso Montese	null	44.290966	10.88715	16	13/04/14 17.18.12
Baci by Maci	IMG_0799	null	44.348167	11.473666	16	08/09/12 16.01.52
giudasvelto	Cascate dell'Aneva	Cascata di San Cristoforo di Labante	44.259712	11.03633	16	23/02/14 16.06.58
Piermontanari	Fioriture montanare	null	44.3366	10.126975	16	02/06/12 13.33.54
FERNwehAUSLÖSER	Garfagnana069	Garfagnana Italien 2014	44.18208	10.201194	16	22/09/14 11.01.48
F.D.'A.	Fairbanks Appennino	null	44.206253	10.794958	16	08/02/15 9.00.10
wilderkaiser1978	Cespugli di pino e distese di neve	        	44.156345	10.621504	15	03/03/13 13.52.30
Widgove	Cimone	null	44.19389	10.701389	16	15/02/13 10.08.19
LE FOTO DI MAXI	Santuario Madonna del Ponte	Sanctuary Madonna of the Bridge by Porretta Terme	44.14881	10.984611	16	28/03/13 16.47.54
a.nucci	upload	null	44.145992	10.664846	16	09/01/15 11.59.27
Marco.Barbieri	Monte Sillano, cresta nord	<a href="http://www.alpinistidellambrusco.org/2012/12/monte-sillano-benvenuto-inverno.html" rel="nofollow">www.alpinistidellambrusco.org/2012/12/monte-sillano-benve...</a>	44.27312	10.334787	15	03/12/12 12.04.04
dcobologna	MRV 59602	Monzuno-Vado 21.07.2012: la lunga discesa che dal Culmine della Grande Galleria dell'Appennino porta fino a Bologna, è interrotta da una breve tratto in salita che comincia in questo punto e termina all'interno della Galleria di Monte Adone, la seconda più lunga della Direttissima Bologna - Prato.	44.3219	11.262305	16	21/07/12 7.01.52
Mirko CEA	Monitori al Poggiale	null	44.3155	11.273166	16	16/11/13 4.38.21
dcobologna	Treno Slow - 1° edizione	Porretta Terme 12.10.2013: la sosta nell'asta di manovra del quarto binario, normalmente utilizzata da uno dei 6 treni che tutte le notti stazionano nello scalo della cittadina termale per effettuare i primi treni del mattino verso Bologna e Pistoia.	44.155075	10.978131	15	12/10/13 12.48.12
AnnaPaola54	Untitled	null	44.150417	10.983023	16	22/10/13 12.45.33
giudasvelto	Cascate dell'Aneva	Cascata di San Cristoforo di Labante	44.260334	11.03628	16	23/02/14 16.09.58
BrutteAbitudini	Procession dei Crocioni 2015 4 (b/n)	Castiglione Garfagnana, aprile 2015	44.148754	10.41109	16	02/04/15 20.50.12
GioBertPhoto	A piedi nudi sull'erba!!	null	44.217472	11.598713	16	20/03/14 15.23.43
giudasvelto	Cascate dell'Aneva	Cascata di San Critsoforo di Labante	44.26076	11.036208	16	23/02/14 10.24.50
giudasvelto	IMG_2402	null	44.27964	10.974473	16	16/02/14 13.40.06
ANPI Nazionale		Mostra dell'Anpi provinciale di Roma	44.34045	11.20482	16	15/06/12 17.06.00
Paso1981	Grazie mille a @vivobologna e @elemacchia per aver scelto la mia foto del #CornoalleScale da Gaggio.	null	44.2	10.9333	16	23/01/15 19.54.26
Stephen P Miller	DSC_3084	Reusa campanile  	44.217785	10.172077	16	17/09/13 2.51.54
GioBertPhoto	#faccia da #muro che #vomita #cavi #elettrici	null	44.217472	11.598713	16	03/05/13 18.46.27
Bolsoman	upload	null	44.16319	10.894073	16	27/10/13 14.49.12
DavideM155	Rocchetta Mattei	null	44.22955	11.055808	16	24/05/14 21.32.47
AnnaPaola54	Delicate trine	null	44.146233	10.986435	16	22/10/13 13.03.11
gloutchov	Fiore Strano	null	44.26026	11.036261	16	12/07/15 12.49.21
BrutteAbitudini	Festa Medievale 2014 - 1	Castiglione di Garfagnana, agosto 2014	44.150787	10.413612	16	09/08/14 23.57.47
gloutchov	Falls	null	44.147957	10.823486	16	05/07/15 17.01.17
sgl0jd	Alpi Apuane	null	44.206043	10.1944	16	16/11/14 7.26.02
Pivari.com	Monzuno e nebbia	Monzuno e nebbia          	44.280605	11.264762	16	26/12/12 15.07.57
Enrico Bavestrello	ALn 663 1115	Una coppia di ALn663 (con in coda testa l'unità 1115) transita nei pressi di Villetta San Romano mentre espleta il treno regionale n° 6769 proveniente da Lucca e diretto ad Aulla.  A couple of ALn663 (headed by unit n. 1115) is passing near of Villetta San Romano as regional train n. 6769 from Lucca to Aulla.	44.149387	10.361287	15	18/05/15 15.28.50
JoStof	IMG_0926	                               	44.21015	10.357225	16	30/09/12 17.04.13
SergioBarbieri	IMG_4068	null	44.33747	10.522273	16	02/11/14 11.20.12
Valentina Ceccatelli	polaroid_darkwasthenight_0022	null	44.215187	10.719051	15	22/01/13 12.55.56
JoStof	IMG_0942	                               	44.18978	10.480775	16	01/10/12 14.00.07
Matt_Lodi	My Street Triple	null	44.20898	10.48881	16	10/05/14 12.06.17
Bolsoman	upload	null	44.16319	10.894073	16	27/10/13 14.49.04
giudasvelto	IMG_2378 - Version 2	null	44.27959	10.960343	16	16/02/14 12.38.16
Alessandro Borrini	Riola di Vergato - Santa Maria dell'Assunta	null	44.229347	11.055058	16	13/08/14 19.32.27
Zanna 7	#autunno in alto #appennino #reggiano - Lago Bargetana sulla via del Monte Prado	null	44.25611	10.403748	16	16/09/12 18.00.42
Enrico.ico	From Cimoncino To Corno F	null	44.193848	10.701284	16	11/02/15 12.40.36
Andrew D Farquharson	only down from here	null	44.28793	11.3666	16	22/03/13 15.45.59
BrutteAbitudini	Apuania No Wave 2014 - 30	Piazza al Serchio, luglio 2014	44.182144	10.302375	16	20/07/14 2.06.42
giudasvelto	IMG_2439 - Version 2	null	44.29411	10.983579	16	16/02/14 15.17.06
gerrynetor	2015-06-22 13.14.28	null	44.307186	10.731901	16	21/06/15 15.58.49
satur7767	orecchiella	null	44.18319	10.361137	16	12/08/12 11.56.23
BrutteAbitudini	autunno in Garfagnana 31	sulle strade della Garfagngana novembre 2012	44.195576	10.371351	15	08/11/12 14.59.26
miskin69	sentiero di ghiaccio	null	44.27987	10.650537	16	30/12/12 13.03.36
Stephen P Miller	IMG_2503	Reusa Roman road	44.217	10.170166	16	20/09/13 3.39.15
DCF_Photo	Trattori a tutta Birra	null	44.283783	11.290544	16	24/08/14 15.03.47
claudiocaprara	#like #like4like #bologna #TFLers #liker #likes #l4l #likes4likes #photooftheday #ricordi #likeforlike #Emilia #liketeam #likeback #likebackteam #pomeriggio #likeall #likealways #liking #sole #passeggiata #italia #Italy #italie #imola #campagna	null	44.329205	11.587427	16	28/12/13 16.51.54
GioBertPhoto	CIAOOO!	null	44.217472	11.598713	16	15/02/13 9.11.15
paolo e186908 ARANCIO	Un parto difficile	Una giornata decisamente...faticosa è stata quella trascorsa ieri nell'appennino bolognese, a caccia di un po' di traffico interessante in Linea Lenta, caccia andata bene però solo in parte. Se i merci non si sono molto concessi all'obiettivo, un IC va sempre bene, e allora ecco il 595 Trieste-Roma in transito sul bel viadotto di Grizzana. E un pomeriggio decisamente faticoso (per lui) è stato quello che l'amico Fabio mi ha dedicato per istruirmi sui segreti della lavorazione dei file RAW... Grazie Fabio, ora puoi scattare in .jpg ;)  <a href="http://www.trainpixel.com" rel="nofollow">www.trainpixel.com</a> 	44.251717	11.179254	15	28/06/14 17.20.35
giudasvelto	IMG_2282	null	44.28226	10.962532	16	16/02/14 11.31.25
GioBertPhoto	The beauty of car tecnics #c20xe #cam #pulley	null	44.282158	11.594862	16	29/10/12 16.16.18
gian.franco	P7020341a__smallb	null	44.165253	11.469383	16	27/09/12 18.27.32
Duarte Rocha	DSC_6182.jpg	null	44.27413	10.32888	16	22/09/14 11.20.29
GioBertPhoto	#banzuole #casolavalsenio #casola #valsenio #ottobre #natura #autunno #fruttidimenticati #italianeography #ig_ravenna #ig_gods	null	44.179726	11.60463	16	20/10/13 16.22.57
gian.franco	Castiglioncello, Moraduccio, Toscana, Italia	UN BORGO DISPERSO NEL SILENZIO DELLE COLLINE TOSCO-EMILIANE - See more at: <a href="http://www.horrorstab.com/le-inchieste-sul-paranormale-horror-stab/castiglioncello-il-borgo-fantasma/#sthash.upSeOVKs.dpuf" rel="nofollow">www.horrorstab.com/le-inchieste-sul-paranormale-horror-st...</a> LA STORIA DEL BORGO   Risalire alla storia di questo antico posto non è stato facile, siccome i documenti che narrano della nascita di questo borgo sono rari da trovare. La nascita del paese risale al 1427, il paese serviva anticamente come posto di confine. Infatti qui vi era sede la dogana di confine tra Firenze e Ferrara. La posizione del paese fu ben pensata poichè era una postazione ben difendibile ed avrebbe scoraggiato chiunque ad attaccarla. Il paese però non è mai stato molto popolato ed infatti questa fu una delle cause dell’abbandono del paese, all’inizio si contavano a mala pena 32 abitanti mente verso la fine degli anni 1931 il paese contava 85 persone. Ma la vera causa dell’abbandono del paese fu ben diversa.   LA LEGGENDA   Qui la storia si confonde con la leggenda in quanto non è ancora ben preciso se gli avvenimenti accaduti prima dell’abbandono del paese siano realmente successi. La leggenda narra di una serata di festa e di alcuni uomini che compierono un atto terribile. Siamo verso la fine degli anni ’50 e durante una sera di festa alcuni uomini in preda all’ebbrezza dell’alcol rapiscono ed uccidono una bambina del paese. Dopo quella sera strani avvenimenti iniziarono ad accadere a Castiglioncello. Gli assassini della bambina iniziano a morire uno dopo l’altro e come se non bastasse anche chi non centrava venne preso di mezzo. Per dimenticare questa orribile storia e per fermare questa ondata di morte e sparizione, gli abitanti di Castiglioncello decisero di abbandonare il borgo per sempre. Gli abitanti del paese vicino, Moraduccio, affermano di sentire ancora dei lamenti della bambina durante la notte. Oltre a questo se ci si addentra dentro il paese si può ancora sentire i lamenti della bambina.  - See more at: <a href="http://www.horrorstab.com/le-inchieste-sul-paranormale-horror-stab/castiglioncello-il-borgo-fantasma/#sthash.upSeOVKs.dpuf" rel="nofollow">www.horrorstab.com/le-inchieste-sul-paranormale-horror-st...</a>	44.173653	11.480863	16	24/03/14 18.27.02
BrutteAbitudini	autunno in Garfagnana 30	sulle strade della Garfagngana novembre 2012	44.195606	10.362296	15	08/11/12 14.54.41
AnnaPaola54	Corteccia 2	null	44.15071	10.982916	16	27/09/13 12.12.03
CarloA	IMG_7882 Fortezza di Verrucole	null	44.17874	10.332298	16	17/08/14 15.41.08
m.a.s.s.y.	Valanga Azzurra...	null	44.29635	10.243442	16	04/02/13 19.46.45
giudasvelto	IMG_2304 - Version 2	null	44.28206	10.961867	16	16/02/14 11.45.13
Davide Galli 84	Colline di Borgo Tossignano	null	44.248947	11.592636	16	22/03/12 20.05.02
JoolzFawcett	IMG_0067.JPG	Praying mantiss	44.21236	10.146883	16	07/09/13 17.36.35
Gianluca Bertoncelli Photography	Lago della Ninfa #sestola #modena #igersmodena #lago #lake #ninfa #tinyplanet #photospere #nexus #nexus4 #trees #sky #clouds #bluesky #cimone #mountain #1500m #relax #freshair	null	44.20986	10.725036	16	15/08/13 17.43.52
pepe50	Croce del Passone	null	44.269634	10.421611	16	09/11/14 13.47.36
Globo Alpin	Skitouren im Apennin mit Globo Alpin (Foto Udo) (2)	null	44.28753	10.392063	16	03/03/15 11.38.04
giudasvelto	Cascata dell'Aneva	null	44.25833	11.042191	16	23/02/14 15.52.57
AnnaPaola54	DSC_0148	null	44.155453	10.975942	16	20/07/13 19.42.31
GioBertPhoto	#alfaromeo #146 #nordauto #ntechnology #deadamich	null	44.21463	11.599017	16	18/01/15 13.41.39
giudasvelto	IMG_2435 - Version 2	null	44.293884	10.984144	16	16/02/14 15.16.06
nonsolo...	Toscana	null	44.315945	11.331986	16	03/11/13 14.04.55
GioBertPhoto	#xubuntu #linux: come resuscitare un computer con un OS leggero e funzionale!!!!	null	44.217472	11.598713	16	31/01/14 9.29.01
DCF_Photo	Trattori a tutta Birra	null	44.283783	11.290544	16	24/08/14 15.03.12
Kompey		null	44.303493	10.803418	16	28/07/13 11.08.18
Stephen P Miller	DSC_3135	Passo del Cerreto	44.303963	10.217152	16	17/09/13 7.19.07
Duarte Rocha	DSC_6153.jpg	null	44.279533	10.313247	16	22/09/14 10.41.28
dcobologna	Reg 6542	Monzuno - Vado 21.07.2012: all'uscita della breve galleria &quot;Vado&quot;, l'ingresso in stazione del regionale Prato C.le - Bologna C.le con E464.571	44.3219	11.262305	16	21/07/12 7.31.43
Pivari.com	Olina - il ponte	Olina - il ponte          	44.298416	10.782788	16	02/06/12 9.54.26
cristiano17c	A Dream	null	44.23046	10.76855	16	29/06/14 16.07.07
fotomanfredini	winter pit-stop...	null	44.318314	10.82912	16	27/10/12 14.01.44
BrutteAbitudini	Apuania No Wave 2013 05	Piazza al Serchio, luglio 2013	44.188766	10.287655	16	19/07/13 19.30.31
Sandro Saba2013	IMG_0684.JPG	null	44.22985	10.771205	16	20/02/14 14.26.23
lpvva1	Blizzard appennino bolognese, 13 febbraio 2012: Tolè (Vergato, Bologna)	<a href="http://blizzard-appenno-bologna-febbraio2012.blogspot.com/" rel="nofollow"><i>Blizzard Appennino bolognese febbraio 2012, blog</i></a>	44.33183	11.068532	16	13/02/12 12.16.16
Zanna 7	27 VII 2013 - Peschiera Zamboni / Monte Cusna. Andata CAI 617, ritorno CAI 619. #cusna #appenninoreggiano #trekking #emilia #nofilter / 3	null	44.3035	10.421833	16	28/07/13 21.51.39
LE FOTO DI MAXI	Santa Maria Maddalena	la chiesa principale	44.15496	10.974665	16	28/03/13 15.58.20
Stephen P Miller	DSC_2999	Moon over Monte Pisanino on the left, 1946 m, highest peak in the Alpi Apuane.  Pizzo d'Ucello on the right, 1781 m.  Reusa  7:18 pm, Sep 13	44.217785	10.172077	16	13/09/13 12.18.50
Paolo Bonassin	Zocca Dragodena 1405 (6)	          	44.328514	11.032033	16	14/05/14 10.27.10
DCF_Photo	Trattori a tutta Birra	null	44.283783	11.290544	16	24/08/14 15.03.18
Spider[#]Geek	Spitfire	null	44.208393	10.795032	16	13/07/13 22.05.19
giudasvelto	Cascate dell'Aneva	null	44.258812	11.018277	16	23/02/14 12.13.04
Paolo Bonassin	Zocca Dragodena 1405 (7)	          	44.328514	11.032033	16	14/05/14 10.27.16
ANPI Nazionale	William Michelini	14.06. Apertura della festa. Il presidente dell'Anpi Provinciale di Bologna William Michelini	44.341312	11.208447	16	14/06/12 18.34.11
CarloA	IMG_7899 Fortezza di Verrucole	null	44.17874	10.332298	16	17/08/14 15.45.55
GioBertPhoto	Natural #ice for my next #monsterenwrgy	null	44.21614	11.599894	16	03/02/12 16.47.19
DCF_Photo	Trattori a tutta Birra	null	44.283783	11.290544	16	24/08/14 15.03.26
DCF_Photo	Trattori a tutta Birra	null	44.283783	11.290544	16	24/08/14 15.03.23
francescogiannini1953	Ais al Passo Pradarena	null	44.281494	10.31212	16	27/09/14 12.02.46
Siro Tolomei	“Bufobifido”	Il segreto del bosco è stato svelato...,  esplode e si sviluppa nel forte e vitale tratto delle opere di Lucia Pedri.   Ormai il bosco è distante, lontano, forse dimenticato, ci osserva con timore e incredulità, mentre noi uomini del presente, indaffarati nella nostra vita caotica, attraversiamo il tempo che ci è dato distratti e assenti, come se tutto ci fosse dovuto, nell'ipocrisia del nostro vivere quotidiano.  Vi è mai capitato di camminare nel bosco? Seguire un sentiero, che lentamente si perde nel folto, fino a ritrovarsi immersi in una splendida e sacra cattedrale di legno e natura; Ascoltare l'irreale silenzio e d'un tratto sorprendersi dal fragoroso eco dei nostri passi, schiocchi risonanti lungo tutte le armoniche superfici...  Probabilmente, si! e forse avrete provato quella calda e inconsueta sensazione di essere soli.  Si, soli! ma non abbandonati, piuttosto accolti e liberi, al centro dell'universo, in un posto imprecisato ma vivi e con la percezione di dominare la forza che vi circonda. Bella e illusoria sensazione, menti e inganni le nostre ignare percezioni, perché in realtà, il bosco ha un segreto; pochi ormai lo conoscono e ancor meno ne parlano, però dal fitto delle fronde, dietro al secco legno di un castagno, sotto a piccoli sassi e nascosti dal mantello dalle foglie cadute; mille piccoli occhi ci scrutano. Il bosco e vivo!! Il bosco e costituito di infinite linfe vitali.  Io non lo conosco e forse non lo conoscerò mai, perché le sue regole non sono le mie e i suoi codici sono oscuri e indecifrabili ai miei sensi, poiché in fondo io non gli appartengo... Però seguendo la lucida grafite, lungo le linee armoniose che la passione spinge sul ruvido foglio, intravedo l'essenza. Il disegno mi guida e lentamente comunico a comprendere dinamiche fino ad ora sconosciute, le forme si snodano plasmandosi per tutta l'estensione, ora si fermano, poi girano e in fine si avvolgono compenetrandosi l'una con l'altra in un amplesso di delicati colori. La china severa delimita le superfici e genera movimenti ed ombre; ecco, così compaiono sinuose figure femminili, sono le fate e le ninfe custodi del bosco e delle sue meraviglie, unite in un profondo e folle abbraccio alle forme della natura.  Piano piano, escono dalle loro tane i furbi animaletti fantastici, che vivono di sogno e realtà nei gufi, nei gechi e nelle salamandre e ancora i gatti, le rane e le chioccioline, che strisciano sulla carta, tracciando e seguendo le bianche scie della matita, vibrante con il suo denso pigmento che sovrasta i colori e si propaga in sottili linee di luce. Le forme, i colori, le linee si inseguono ancora, scivolando via contro il netto margine delle dolci pennellate e affogando per poi perdersi, nelle nuove, ma antiche macchie della carta, testimoni del tempo e del suo scorrere, capaci di ordinare lo spazio con la casualità del loro propagarsi. Mentre le fate e le ninfe, non soggette alle nostre regole, giocano disinibite con la natura, perché di essa fanno parte e lei le accoglie e le protegge, celandole ai nostri occhi sprezzanti.  Adesso ho visto questa bellezza e ringrazio la ninfa che con sembianze leggere, sfugge alle regole e ci sussurra queste immagini fantastiche, perché Lucia è l'anima del bosco... e il bosco vive in lei e nella sua arte.                                                                                                                                   .Siro Tolomei  Esposizione personale di Pittura “Quisquilie, bisbigli ed altre meraviglie”di Lucia Pedri  Castiglione di Garfagnana - Palazzo comunale - 13/14 Ottobre 2012  Lucia Pedri pagina web: <a href="http://www.luciapedri.it/" rel="nofollow">www.luciapedri.it/</a>	44.148373	10.409889	15	13/10/12 10.10.31
GioBertPhoto	Ci manca solo che puliscano casa e poi fanno tutto!!! Quasi quasi le compro! #bacchedigoji	null	44.215996	11.600296	16	23/06/14 17.22.15
La via dei giochi e delle narrazioni	IMG_0518	null	44.148167	11.507333	16	25/11/12 11.32.20
FERNwehAUSLÖSER	Garfagnana056	Garfagnana Italien 2014	44.210964	10.346511	16	20/09/14 10.38.11
LE FOTO DI MAXI	Municipio	null	44.154743	10.976071	15	28/03/13 16.05.15
muccio foto	verso la vetta	null	44.20151	10.711669	16	28/06/15 12.59.41
Andrea Borx	Landslide, Rocca di Roffeno (BO)	Grossa frana in una strada di una località di Rocca di Roffeno (BO) Scattata: Marzo 2013 a Rocca di Roffeno (BO)  Olympus OM-4 Ti + Zuiko 50mm 1.8 Kodak 400 TMax developed in Agfa R09 one shot 1+25 at 20°C for 6 min. Scanned with Epson V600	44.29448	11.031395	16	22/04/15 14.19.30
11diego	doccia asciutta	null	44.17161	10.737957	15	05/08/12 13.03.04
Zanna 7	#autunno in alto #appennino #reggiano - Lago Bargetana sulla via del Monte Prado / 2	null	44.25611	10.403748	16	16/09/12 18.01.36
